Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:18068, gt.metaitem.01.18068.name
gregtech:gt.metaitem.01:18069, gt.metaitem.01.18069.name
gregtech:gt.metaitem.01:18070, gt.metaitem.01.18070.name
gregtech:gt.metaitem.01:18071, gt.metaitem.01.18071.name
gregtech:gt.metaitem.01:18072, gt.metaitem.01.18072.name
gregtech:gt.metaitem.01:18073, gt.metaitem.01.18073.name
gregtech:gt.metaitem.01:18074, gt.metaitem.01.18074.name
gregtech:gt.metaitem.01:18075, gt.metaitem.01.18075.name
gregtech:gt.metaitem.01:18076, gt.metaitem.01.18076.name
gregtech:gt.metaitem.01:18077, gt.metaitem.01.18077.name
gregtech:gt.metaitem.01:18078, gt.metaitem.01.18078.name
gregtech:gt.metaitem.01:18080, gt.metaitem.01.18080.name
gregtech:gt.metaitem.01:18081, gt.metaitem.01.18081.name
gregtech:gt.metaitem.01:18083, gt.metaitem.01.18083.name
gregtech:gt.metaitem.01:18084, gt.metaitem.01.18084.name
gregtech:gt.metaitem.01:18085, gt.metaitem.01.18085.name
gregtech:gt.metaitem.01:18086, gt.metaitem.01.18086.name
gregtech:gt.metaitem.01:18089, gt.metaitem.01.18089.name
gregtech:gt.metaitem.01:18090, gt.metaitem.01.18090.name
gregtech:gt.metaitem.01:18096, gt.metaitem.01.18096.name
gregtech:gt.metaitem.01:18097, gt.metaitem.01.18097.name
gregtech:gt.metaitem.01:18098, gt.metaitem.01.18098.name
gregtech:gt.metaitem.01:18100, gt.metaitem.01.18100.name
gregtech:gt.metaitem.01:18101, gt.metaitem.01.18101.name
gregtech:gt.metaitem.01:18103, gt.metaitem.01.18103.name
gregtech:gt.metaitem.01:18129, gt.metaitem.01.18129.name
gregtech:gt.metaitem.01:18300, gt.metaitem.01.18300.name
gregtech:gt.metaitem.01:18301, gt.metaitem.01.18301.name
gregtech:gt.metaitem.01:18302, gt.metaitem.01.18302.name
gregtech:gt.metaitem.01:18303, gt.metaitem.01.18303.name
gregtech:gt.metaitem.01:18304, gt.metaitem.01.18304.name
gregtech:gt.metaitem.01:18305, gt.metaitem.01.18305.name
gregtech:gt.metaitem.01:18306, gt.metaitem.01.18306.name
gregtech:gt.metaitem.01:18307, gt.metaitem.01.18307.name
gregtech:gt.metaitem.01:18308, gt.metaitem.01.18308.name
gregtech:gt.metaitem.01:18309, gt.metaitem.01.18309.name
gregtech:gt.metaitem.01:18310, gt.metaitem.01.18310.name
gregtech:gt.metaitem.01:18311, gt.metaitem.01.18311.name
gregtech:gt.metaitem.01:18312, gt.metaitem.01.18312.name
gregtech:gt.metaitem.01:18313, gt.metaitem.01.18313.name
gregtech:gt.metaitem.01:18314, gt.metaitem.01.18314.name
gregtech:gt.metaitem.01:18315, gt.metaitem.01.18315.name
gregtech:gt.metaitem.01:18316, gt.metaitem.01.18316.name
gregtech:gt.metaitem.01:18317, gt.metaitem.01.18317.name
gregtech:gt.metaitem.01:18318, gt.metaitem.01.18318.name
gregtech:gt.metaitem.01:18319, gt.metaitem.01.18319.name
gregtech:gt.metaitem.01:18320, gt.metaitem.01.18320.name
gregtech:gt.metaitem.01:18321, gt.metaitem.01.18321.name
gregtech:gt.metaitem.01:18322, gt.metaitem.01.18322.name
gregtech:gt.metaitem.01:18323, gt.metaitem.01.18323.name
gregtech:gt.metaitem.01:18324, gt.metaitem.01.18324.name
gregtech:gt.metaitem.01:18325, gt.metaitem.01.18325.name
gregtech:gt.metaitem.01:18326, gt.metaitem.01.18326.name
gregtech:gt.metaitem.01:18327, gt.metaitem.01.18327.name
gregtech:gt.metaitem.01:18328, gt.metaitem.01.18328.name
gregtech:gt.metaitem.01:18329, gt.metaitem.01.18329.name
gregtech:gt.metaitem.01:18330, gt.metaitem.01.18330.name
gregtech:gt.metaitem.01:18331, gt.metaitem.01.18331.name
gregtech:gt.metaitem.01:18332, gt.metaitem.01.18332.name
gregtech:gt.metaitem.01:18333, gt.metaitem.01.18333.name
gregtech:gt.metaitem.01:18334, gt.metaitem.01.18334.name
gregtech:gt.metaitem.01:18335, gt.metaitem.01.18335.name
gregtech:gt.metaitem.01:18336, gt.metaitem.01.18336.name
gregtech:gt.metaitem.01:18337, gt.metaitem.01.18337.name
gregtech:gt.metaitem.01:18338, gt.metaitem.01.18338.name
gregtech:gt.metaitem.01:18339, gt.metaitem.01.18339.name
gregtech:gt.metaitem.01:18340, gt.metaitem.01.18340.name
gregtech:gt.metaitem.01:18341, gt.metaitem.01.18341.name
gregtech:gt.metaitem.01:18342, gt.metaitem.01.18342.name
gregtech:gt.metaitem.01:18343, gt.metaitem.01.18343.name
gregtech:gt.metaitem.01:18344, gt.metaitem.01.18344.name
gregtech:gt.metaitem.01:18345, gt.metaitem.01.18345.name
gregtech:gt.metaitem.01:18346, gt.metaitem.01.18346.name
gregtech:gt.metaitem.01:18348, gt.metaitem.01.18348.name
gregtech:gt.metaitem.01:18349, gt.metaitem.01.18349.name
gregtech:gt.metaitem.01:18350, gt.metaitem.01.18350.name
gregtech:gt.metaitem.01:18351, gt.metaitem.01.18351.name
gregtech:gt.metaitem.01:18352, gt.metaitem.01.18352.name
gregtech:gt.metaitem.01:18353, gt.metaitem.01.18353.name
gregtech:gt.metaitem.01:18354, gt.metaitem.01.18354.name
gregtech:gt.metaitem.01:18355, gt.metaitem.01.18355.name
gregtech:gt.metaitem.01:18356, gt.metaitem.01.18356.name
gregtech:gt.metaitem.01:18357, gt.metaitem.01.18357.name
gregtech:gt.metaitem.01:18358, gt.metaitem.01.18358.name
gregtech:gt.metaitem.01:18359, gt.metaitem.01.18359.name
gregtech:gt.metaitem.01:18360, gt.metaitem.01.18360.name
gregtech:gt.metaitem.01:18361, gt.metaitem.01.18361.name
gregtech:gt.metaitem.01:18362, gt.metaitem.01.18362.name
gregtech:gt.metaitem.01:18363, gt.metaitem.01.18363.name
gregtech:gt.metaitem.01:18364, gt.metaitem.01.18364.name
gregtech:gt.metaitem.01:18370, gt.metaitem.01.18370.name
gregtech:gt.metaitem.01:18371, gt.metaitem.01.18371.name
gregtech:gt.metaitem.01:18372, gt.metaitem.01.18372.name
gregtech:gt.metaitem.01:18373, gt.metaitem.01.18373.name
gregtech:gt.metaitem.01:18374, gt.metaitem.01.18374.name
gregtech:gt.metaitem.01:18470, gt.metaitem.01.18470.name
gregtech:gt.metaitem.01:18472, gt.metaitem.01.18472.name
gregtech:gt.metaitem.01:18473, gt.metaitem.01.18473.name
gregtech:gt.metaitem.01:18489, gt.metaitem.01.18489.name
gregtech:gt.metaitem.01:18490, gt.metaitem.01.18490.name
gregtech:gt.metaitem.01:18521, gt.metaitem.01.18521.name
gregtech:gt.metaitem.01:18770, gt.metaitem.01.18770.name
gregtech:gt.metaitem.01:18829, gt.metaitem.01.18829.name
gregtech:gt.metaitem.01:18879, gt.metaitem.01.18879.name
gregtech:gt.metaitem.01:18884, gt.metaitem.01.18884.name
gregtech:gt.metaitem.01:18950, gt.metaitem.01.18950.name
gregtech:gt.metaitem.01:18951, gt.metaitem.01.18951.name
gregtech:gt.metaitem.01:18952, gt.metaitem.01.18952.name
gregtech:gt.metaitem.01:18953, gt.metaitem.01.18953.name
gregtech:gt.metaitem.01:18954, gt.metaitem.01.18954.name
gregtech:gt.metaitem.01:18955, gt.metaitem.01.18955.name
gregtech:gt.metaitem.01:18956, gt.metaitem.01.18956.name
gregtech:gt.metaitem.01:18957, gt.metaitem.01.18957.name
gregtech:gt.metaitem.01:18958, gt.metaitem.01.18958.name
gregtech:gt.metaitem.01:18959, gt.metaitem.01.18959.name
gregtech:gt.metaitem.01:18960, gt.metaitem.01.18960.name
gregtech:gt.metaitem.01:18961, gt.metaitem.01.18961.name
gregtech:gt.metaitem.01:18962, gt.metaitem.01.18962.name
gregtech:gt.metaitem.01:18963, gt.metaitem.01.18963.name
gregtech:gt.metaitem.01:18964, gt.metaitem.01.18964.name
gregtech:gt.metaitem.01:18965, gt.metaitem.01.18965.name
gregtech:gt.metaitem.01:18966, gt.metaitem.01.18966.name
gregtech:gt.metaitem.01:19006, gt.metaitem.01.19006.name
gregtech:gt.metaitem.01:19008, gt.metaitem.01.19008.name
gregtech:gt.metaitem.01:19010, gt.metaitem.01.19010.name
gregtech:gt.metaitem.01:19018, gt.metaitem.01.19018.name
gregtech:gt.metaitem.01:19019, gt.metaitem.01.19019.name
gregtech:gt.metaitem.01:19020, gt.metaitem.01.19020.name
gregtech:gt.metaitem.01:19025, gt.metaitem.01.19025.name
gregtech:gt.metaitem.01:19027, gt.metaitem.01.19027.name
gregtech:gt.metaitem.01:19028, gt.metaitem.01.19028.name
gregtech:gt.metaitem.01:19029, gt.metaitem.01.19029.name
gregtech:gt.metaitem.01:19030, gt.metaitem.01.19030.name
gregtech:gt.metaitem.01:19031, gt.metaitem.01.19031.name
gregtech:gt.metaitem.01:19032, gt.metaitem.01.19032.name
gregtech:gt.metaitem.01:19033, gt.metaitem.01.19033.name
gregtech:gt.metaitem.01:19034, gt.metaitem.01.19034.name
gregtech:gt.metaitem.01:19035, gt.metaitem.01.19035.name
gregtech:gt.metaitem.01:19036, gt.metaitem.01.19036.name
gregtech:gt.metaitem.01:19037, gt.metaitem.01.19037.name
gregtech:gt.metaitem.01:19039, gt.metaitem.01.19039.name
gregtech:gt.metaitem.01:19043, gt.metaitem.01.19043.name
gregtech:gt.metaitem.01:19045, gt.metaitem.01.19045.name
gregtech:gt.metaitem.01:19047, gt.metaitem.01.19047.name
gregtech:gt.metaitem.01:19048, gt.metaitem.01.19048.name
gregtech:gt.metaitem.01:19052, gt.metaitem.01.19052.name
gregtech:gt.metaitem.01:19054, gt.metaitem.01.19054.name
gregtech:gt.metaitem.01:19056, gt.metaitem.01.19056.name
gregtech:gt.metaitem.01:19057, gt.metaitem.01.19057.name
gregtech:gt.metaitem.01:19058, gt.metaitem.01.19058.name
gregtech:gt.metaitem.01:19059, gt.metaitem.01.19059.name
gregtech:gt.metaitem.01:19062, gt.metaitem.01.19062.name
gregtech:gt.metaitem.01:19064, gt.metaitem.01.19064.name
gregtech:gt.metaitem.01:19065, gt.metaitem.01.19065.name
gregtech:gt.metaitem.01:19066, gt.metaitem.01.19066.name
gregtech:gt.metaitem.01:19067, gt.metaitem.01.19067.name
gregtech:gt.metaitem.01:19068, gt.metaitem.01.19068.name
gregtech:gt.metaitem.01:19069, gt.metaitem.01.19069.name
gregtech:gt.metaitem.01:19070, gt.metaitem.01.19070.name
gregtech:gt.metaitem.01:19071, gt.metaitem.01.19071.name
gregtech:gt.metaitem.01:19072, gt.metaitem.01.19072.name
gregtech:gt.metaitem.01:19073, gt.metaitem.01.19073.name
gregtech:gt.metaitem.01:19074, gt.metaitem.01.19074.name
gregtech:gt.metaitem.01:19075, gt.metaitem.01.19075.name
gregtech:gt.metaitem.01:19076, gt.metaitem.01.19076.name
gregtech:gt.metaitem.01:19077, gt.metaitem.01.19077.name
gregtech:gt.metaitem.01:19078, gt.metaitem.01.19078.name
gregtech:gt.metaitem.01:19080, gt.metaitem.01.19080.name
gregtech:gt.metaitem.01:19081, gt.metaitem.01.19081.name
gregtech:gt.metaitem.01:19083, gt.metaitem.01.19083.name
gregtech:gt.metaitem.01:19084, gt.metaitem.01.19084.name
gregtech:gt.metaitem.01:19085, gt.metaitem.01.19085.name
gregtech:gt.metaitem.01:19086, gt.metaitem.01.19086.name
gregtech:gt.metaitem.01:19089, gt.metaitem.01.19089.name
gregtech:gt.metaitem.01:19090, gt.metaitem.01.19090.name
gregtech:gt.metaitem.01:19096, gt.metaitem.01.19096.name
gregtech:gt.metaitem.01:19097, gt.metaitem.01.19097.name
gregtech:gt.metaitem.01:19098, gt.metaitem.01.19098.name
gregtech:gt.metaitem.01:19100, gt.metaitem.01.19100.name
gregtech:gt.metaitem.01:19101, gt.metaitem.01.19101.name
gregtech:gt.metaitem.01:19103, gt.metaitem.01.19103.name
gregtech:gt.metaitem.01:19129, gt.metaitem.01.19129.name
gregtech:gt.metaitem.01:19300, gt.metaitem.01.19300.name
gregtech:gt.metaitem.01:19301, gt.metaitem.01.19301.name
gregtech:gt.metaitem.01:19302, gt.metaitem.01.19302.name
gregtech:gt.metaitem.01:19303, gt.metaitem.01.19303.name
gregtech:gt.metaitem.01:19304, gt.metaitem.01.19304.name
gregtech:gt.metaitem.01:19305, gt.metaitem.01.19305.name
gregtech:gt.metaitem.01:19306, gt.metaitem.01.19306.name
gregtech:gt.metaitem.01:19307, gt.metaitem.01.19307.name
gregtech:gt.metaitem.01:19308, gt.metaitem.01.19308.name
gregtech:gt.metaitem.01:19309, gt.metaitem.01.19309.name
gregtech:gt.metaitem.01:19310, gt.metaitem.01.19310.name
gregtech:gt.metaitem.01:19311, gt.metaitem.01.19311.name
gregtech:gt.metaitem.01:19312, gt.metaitem.01.19312.name
gregtech:gt.metaitem.01:19313, gt.metaitem.01.19313.name
gregtech:gt.metaitem.01:19314, gt.metaitem.01.19314.name
gregtech:gt.metaitem.01:19315, gt.metaitem.01.19315.name
gregtech:gt.metaitem.01:19316, gt.metaitem.01.19316.name
gregtech:gt.metaitem.01:19317, gt.metaitem.01.19317.name
gregtech:gt.metaitem.01:19318, gt.metaitem.01.19318.name
gregtech:gt.metaitem.01:19319, gt.metaitem.01.19319.name
gregtech:gt.metaitem.01:19320, gt.metaitem.01.19320.name
gregtech:gt.metaitem.01:19321, gt.metaitem.01.19321.name
gregtech:gt.metaitem.01:19322, gt.metaitem.01.19322.name
gregtech:gt.metaitem.01:19323, gt.metaitem.01.19323.name
gregtech:gt.metaitem.01:19324, gt.metaitem.01.19324.name
gregtech:gt.metaitem.01:19325, gt.metaitem.01.19325.name
gregtech:gt.metaitem.01:19326, gt.metaitem.01.19326.name
gregtech:gt.metaitem.01:19327, gt.metaitem.01.19327.name
gregtech:gt.metaitem.01:19328, gt.metaitem.01.19328.name
gregtech:gt.metaitem.01:19329, gt.metaitem.01.19329.name
gregtech:gt.metaitem.01:19330, gt.metaitem.01.19330.name
gregtech:gt.metaitem.01:19331, gt.metaitem.01.19331.name
gregtech:gt.metaitem.01:19332, gt.metaitem.01.19332.name
gregtech:gt.metaitem.01:19333, gt.metaitem.01.19333.name
gregtech:gt.metaitem.01:19334, gt.metaitem.01.19334.name
gregtech:gt.metaitem.01:19335, gt.metaitem.01.19335.name
gregtech:gt.metaitem.01:19336, gt.metaitem.01.19336.name
gregtech:gt.metaitem.01:19337, gt.metaitem.01.19337.name
gregtech:gt.metaitem.01:19338, gt.metaitem.01.19338.name
gregtech:gt.metaitem.01:19339, gt.metaitem.01.19339.name
gregtech:gt.metaitem.01:19340, gt.metaitem.01.19340.name
gregtech:gt.metaitem.01:19341, gt.metaitem.01.19341.name
gregtech:gt.metaitem.01:19342, gt.metaitem.01.19342.name
gregtech:gt.metaitem.01:19343, gt.metaitem.01.19343.name
gregtech:gt.metaitem.01:19344, gt.metaitem.01.19344.name
gregtech:gt.metaitem.01:19345, gt.metaitem.01.19345.name
gregtech:gt.metaitem.01:19346, gt.metaitem.01.19346.name
gregtech:gt.metaitem.01:19348, gt.metaitem.01.19348.name
gregtech:gt.metaitem.01:19349, gt.metaitem.01.19349.name
gregtech:gt.metaitem.01:19350, gt.metaitem.01.19350.name
gregtech:gt.metaitem.01:19351, gt.metaitem.01.19351.name
gregtech:gt.metaitem.01:19352, gt.metaitem.01.19352.name
gregtech:gt.metaitem.01:19353, gt.metaitem.01.19353.name
gregtech:gt.metaitem.01:19354, gt.metaitem.01.19354.name
gregtech:gt.metaitem.01:19355, gt.metaitem.01.19355.name
gregtech:gt.metaitem.01:19356, gt.metaitem.01.19356.name
gregtech:gt.metaitem.01:19357, gt.metaitem.01.19357.name
gregtech:gt.metaitem.01:19358, gt.metaitem.01.19358.name
gregtech:gt.metaitem.01:19359, gt.metaitem.01.19359.name
gregtech:gt.metaitem.01:19360, gt.metaitem.01.19360.name
gregtech:gt.metaitem.01:19361, gt.metaitem.01.19361.name
gregtech:gt.metaitem.01:19362, gt.metaitem.01.19362.name
gregtech:gt.metaitem.01:19363, gt.metaitem.01.19363.name
gregtech:gt.metaitem.01:19364, gt.metaitem.01.19364.name
gregtech:gt.metaitem.01:19370, gt.metaitem.01.19370.name
gregtech:gt.metaitem.01:19371, gt.metaitem.01.19371.name
gregtech:gt.metaitem.01:19372, gt.metaitem.01.19372.name
gregtech:gt.metaitem.01:19373, gt.metaitem.01.19373.name
gregtech:gt.metaitem.01:19374, gt.metaitem.01.19374.name
gregtech:gt.metaitem.01:19470, gt.metaitem.01.19470.name
gregtech:gt.metaitem.01:19472, gt.metaitem.01.19472.name
gregtech:gt.metaitem.01:19473, gt.metaitem.01.19473.name
gregtech:gt.metaitem.01:19489, gt.metaitem.01.19489.name
gregtech:gt.metaitem.01:19490, gt.metaitem.01.19490.name
gregtech:gt.metaitem.01:19521, gt.metaitem.01.19521.name
gregtech:gt.metaitem.01:19770, gt.metaitem.01.19770.name
gregtech:gt.metaitem.01:19829, gt.metaitem.01.19829.name
gregtech:gt.metaitem.01:19879, gt.metaitem.01.19879.name
gregtech:gt.metaitem.01:19884, gt.metaitem.01.19884.name
gregtech:gt.metaitem.01:19950, gt.metaitem.01.19950.name
gregtech:gt.metaitem.01:19951, gt.metaitem.01.19951.name
gregtech:gt.metaitem.01:19952, gt.metaitem.01.19952.name
gregtech:gt.metaitem.01:19953, gt.metaitem.01.19953.name
gregtech:gt.metaitem.01:19954, gt.metaitem.01.19954.name
gregtech:gt.metaitem.01:19955, gt.metaitem.01.19955.name
gregtech:gt.metaitem.01:19956, gt.metaitem.01.19956.name
gregtech:gt.metaitem.01:19957, gt.metaitem.01.19957.name
gregtech:gt.metaitem.01:19958, gt.metaitem.01.19958.name
gregtech:gt.metaitem.01:19959, gt.metaitem.01.19959.name
gregtech:gt.metaitem.01:19960, gt.metaitem.01.19960.name
gregtech:gt.metaitem.01:19961, gt.metaitem.01.19961.name
gregtech:gt.metaitem.01:19962, gt.metaitem.01.19962.name
gregtech:gt.metaitem.01:19963, gt.metaitem.01.19963.name
gregtech:gt.metaitem.01:19964, gt.metaitem.01.19964.name
gregtech:gt.metaitem.01:19965, gt.metaitem.01.19965.name
gregtech:gt.metaitem.01:19966, gt.metaitem.01.19966.name
gregtech:gt.metaitem.01:20006, gt.metaitem.01.20006.name
gregtech:gt.metaitem.01:20008, gt.metaitem.01.20008.name
gregtech:gt.metaitem.01:20010, gt.metaitem.01.20010.name
gregtech:gt.metaitem.01:20018, gt.metaitem.01.20018.name
gregtech:gt.metaitem.01:20019, gt.metaitem.01.20019.name
gregtech:gt.metaitem.01:20020, gt.metaitem.01.20020.name
gregtech:gt.metaitem.01:20025, gt.metaitem.01.20025.name
gregtech:gt.metaitem.01:20027, gt.metaitem.01.20027.name
gregtech:gt.metaitem.01:20028, gt.metaitem.01.20028.name
gregtech:gt.metaitem.01:20029, gt.metaitem.01.20029.name
gregtech:gt.metaitem.01:20030, gt.metaitem.01.20030.name
gregtech:gt.metaitem.01:20031, gt.metaitem.01.20031.name
gregtech:gt.metaitem.01:20032, gt.metaitem.01.20032.name
gregtech:gt.metaitem.01:20033, gt.metaitem.01.20033.name
gregtech:gt.metaitem.01:20034, gt.metaitem.01.20034.name
gregtech:gt.metaitem.01:20035, gt.metaitem.01.20035.name
gregtech:gt.metaitem.01:20036, gt.metaitem.01.20036.name
gregtech:gt.metaitem.01:20037, gt.metaitem.01.20037.name
gregtech:gt.metaitem.01:20039, gt.metaitem.01.20039.name
gregtech:gt.metaitem.01:20043, gt.metaitem.01.20043.name
gregtech:gt.metaitem.01:20045, gt.metaitem.01.20045.name
gregtech:gt.metaitem.01:20047, gt.metaitem.01.20047.name
gregtech:gt.metaitem.01:20048, gt.metaitem.01.20048.name
gregtech:gt.metaitem.01:20052, gt.metaitem.01.20052.name
gregtech:gt.metaitem.01:20054, gt.metaitem.01.20054.name
gregtech:gt.metaitem.01:20056, gt.metaitem.01.20056.name
gregtech:gt.metaitem.01:20057, gt.metaitem.01.20057.name
gregtech:gt.metaitem.01:20058, gt.metaitem.01.20058.name
gregtech:gt.metaitem.01:20059, gt.metaitem.01.20059.name
gregtech:gt.metaitem.01:20062, gt.metaitem.01.20062.name
gregtech:gt.metaitem.01:20064, gt.metaitem.01.20064.name
gregtech:gt.metaitem.01:20065, gt.metaitem.01.20065.name
gregtech:gt.metaitem.01:20066, gt.metaitem.01.20066.name
gregtech:gt.metaitem.01:20067, gt.metaitem.01.20067.name
gregtech:gt.metaitem.01:20068, gt.metaitem.01.20068.name
gregtech:gt.metaitem.01:20069, gt.metaitem.01.20069.name
gregtech:gt.metaitem.01:20070, gt.metaitem.01.20070.name
gregtech:gt.metaitem.01:20071, gt.metaitem.01.20071.name
gregtech:gt.metaitem.01:20072, gt.metaitem.01.20072.name
gregtech:gt.metaitem.01:20073, gt.metaitem.01.20073.name
gregtech:gt.metaitem.01:20074, gt.metaitem.01.20074.name
gregtech:gt.metaitem.01:20075, gt.metaitem.01.20075.name
gregtech:gt.metaitem.01:20076, gt.metaitem.01.20076.name
gregtech:gt.metaitem.01:20077, gt.metaitem.01.20077.name
gregtech:gt.metaitem.01:20078, gt.metaitem.01.20078.name
gregtech:gt.metaitem.01:20080, gt.metaitem.01.20080.name
gregtech:gt.metaitem.01:20081, gt.metaitem.01.20081.name
gregtech:gt.metaitem.01:20083, gt.metaitem.01.20083.name
gregtech:gt.metaitem.01:20084, gt.metaitem.01.20084.name
gregtech:gt.metaitem.01:20085, gt.metaitem.01.20085.name
gregtech:gt.metaitem.01:20086, gt.metaitem.01.20086.name
gregtech:gt.metaitem.01:20089, gt.metaitem.01.20089.name
gregtech:gt.metaitem.01:20090, gt.metaitem.01.20090.name
gregtech:gt.metaitem.01:20096, gt.metaitem.01.20096.name
gregtech:gt.metaitem.01:20097, gt.metaitem.01.20097.name
gregtech:gt.metaitem.01:20098, gt.metaitem.01.20098.name
gregtech:gt.metaitem.01:20100, gt.metaitem.01.20100.name
gregtech:gt.metaitem.01:20101, gt.metaitem.01.20101.name
gregtech:gt.metaitem.01:20103, gt.metaitem.01.20103.name
gregtech:gt.metaitem.01:20129, gt.metaitem.01.20129.name
gregtech:gt.metaitem.01:20300, gt.metaitem.01.20300.name
gregtech:gt.metaitem.01:20301, gt.metaitem.01.20301.name
gregtech:gt.metaitem.01:20302, gt.metaitem.01.20302.name
gregtech:gt.metaitem.01:20303, gt.metaitem.01.20303.name
gregtech:gt.metaitem.01:20304, gt.metaitem.01.20304.name
gregtech:gt.metaitem.01:20305, gt.metaitem.01.20305.name
gregtech:gt.metaitem.01:20306, gt.metaitem.01.20306.name
gregtech:gt.metaitem.01:20307, gt.metaitem.01.20307.name
gregtech:gt.metaitem.01:20308, gt.metaitem.01.20308.name
gregtech:gt.metaitem.01:20309, gt.metaitem.01.20309.name
gregtech:gt.metaitem.01:20310, gt.metaitem.01.20310.name
gregtech:gt.metaitem.01:20311, gt.metaitem.01.20311.name
gregtech:gt.metaitem.01:20312, gt.metaitem.01.20312.name
gregtech:gt.metaitem.01:20313, gt.metaitem.01.20313.name
gregtech:gt.metaitem.01:20314, gt.metaitem.01.20314.name
gregtech:gt.metaitem.01:20315, gt.metaitem.01.20315.name
gregtech:gt.metaitem.01:20316, gt.metaitem.01.20316.name
gregtech:gt.metaitem.01:20317, gt.metaitem.01.20317.name
gregtech:gt.metaitem.01:20318, gt.metaitem.01.20318.name
gregtech:gt.metaitem.01:20319, gt.metaitem.01.20319.name
gregtech:gt.metaitem.01:20320, gt.metaitem.01.20320.name
gregtech:gt.metaitem.01:20321, gt.metaitem.01.20321.name
gregtech:gt.metaitem.01:20322, gt.metaitem.01.20322.name
gregtech:gt.metaitem.01:20323, gt.metaitem.01.20323.name
gregtech:gt.metaitem.01:20324, gt.metaitem.01.20324.name
gregtech:gt.metaitem.01:20325, gt.metaitem.01.20325.name
gregtech:gt.metaitem.01:20326, gt.metaitem.01.20326.name
gregtech:gt.metaitem.01:20327, gt.metaitem.01.20327.name
gregtech:gt.metaitem.01:20328, gt.metaitem.01.20328.name
